code,name,manufacturer,itemType,ean,defaultCategory,categoryText,categoryText2,price,standardPrice,purchasePrice,currency,percentVat,maxDiscount,applyDiscountCoupon,applyLoyaltyDiscount,applyQuantityDiscount,applyVolumeDiscount,relativeMargin,absoluteMargin,variant_Sila_vrecusok_v_boxe_,stock,availabilityOutOfStock,availabilityInStock,productVisibility
RV06,R4VE SKIDDLER,R4VE,product,,Energy vrecuska > R4VE,Energy vrecuska > R4VE,,4.8,4.8,***,EUR,23,,1,1,1,1,***,***,,47,Vypredane,Skladom,visible
NE12,NEO™ RICH TOBACCO,NEO™,product,,GLO ™ > NEO ™ - náplne,GLO ™ >> NEO ™ - náplne,GLO ™ >> Akčne baličky,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VEL11,VELO ICY BERRIES 2 DOTS,Velo,product,8595682141155,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VMKT01,VOOM POD MOD KIT 2,Voom,product,735745542385,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,12.5,12.5,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
CB19,CUBA BANANA HIT MEDIUM,CUBA,product,5905753347226,Neviditelne produkty,Neviditelne produkty,,4.7,4.6,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,hidden
VMPD12,VOOM POD VANILA CREAM CIGAR,Voom,product,735745542149,E-cigarety > VOOM > VOOM POD MOD,E-cigarety > VOOM > VOOM POD MOD,,4.4,4.4,***,EUR,23,,1,1,1,1,***,***,,18,Vypredane,Skladom,visible
VIR9,VOOM IRIS MINI BLUEBERRY,Voom,product,735745541821,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
VIR10,VOOM IRIS MINI GRAPE ICE,Voom,product,735745541838,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
VIR11,VOOM IRIS MINI PEACH ICE,Voom,product,735745549193,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
VIR12,VOOM IRIS MINI WATERMELON ICE,Voom,product,735745541852,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,18,Vypredane,Skladom,visible
VIR13,VOOM IRIS MINI PINEAPPLE LEMON,Voom,product,735745541845,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
ZYN02,ZYN ICY BLACKCURRANT,Zyn,product,5704420043160,Nikotinove vrecuska > ZYN,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ZYN,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
ZYN03,ZYN CHILI GUAVA,Zyn,product,5704420043177,Nikotinove vrecuska > ZYN,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ZYN,4.5,4.5,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
ZYN04,ZYN BLACK CHERRY MINI,Zyn,product,7311250043239,Nikotinove vrecuska > ZYN,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > ZYN,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IG21,ICEBERG DRAGON FRUIT,ICEBERG,product,4923593782213,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG22,ICEBERG NINJA ORANGE,ICEBERG,product,4924893791240,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG23,ICEBERG MENTHOL EXTREME,ICEBERG,product,4602594001126,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,0,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VE5,VEO™ RUBY TWIST,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VE8,VEO™ SCARLET CLICK,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
VE9,VEO™ TROPICAL TWIST,VEO™,product,,GLO ™ > VEO™ - náplne,GLO ™ >> VEO™ - náplne,,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
EKC21,KURWA COLLECTION BUBBLEGUM WATERMELON ICE,Kurwa,product,4779053621215,E-cigarety > KURWA COLLECTION,E-cigarety > KURWA COLLECTION,,7.5,7.5,***,EUR,23,5,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
PB20,PABLO EXCLUSIVE CHERRY COLA,Pablo,product,5740031400930,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,42,Vypredane,Skladom,visible
VSG10,VUSE GO 1000 MANGO ICE,Vuse,product,8595682149366,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VSG17,VUSE GO 1000 BLUEBERRY ICE,Vuse,product,8595682149342,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
VSG18,VUSE GO 1000 DARK CHERRY,Vuse,product,8595682149397,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
VSG19,VUSE GO 1000 GRAPE ICE,Vuse,product,8595682149373,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VSG21,VUSE GO 1000 PEPPERMINT ICE,Vuse,product,8595682149403,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
VSG22,VUSE GO 1000 STRAWBERRY ICE,Vuse,product,8595682149359,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
VSG23,VUSE GO 1000 WATERMELON ICE,Vuse,product,8595682149380,E-cigarety > VUSE,E-cigarety > VUSE > VUSE GO 1000 (pen),,7.9,7.9,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
77B2,77 VB EDITION ARCTIC BERRY,77 pouches,product,5905591983501,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > PODlA SILY > Slabe,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
77B3,77 VB EDITION LIQUORICE & CITRUS,77 pouches,product,5905591983464,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > PODlA SILY > Slabe,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
GRT01,GARANT EXTREME,GARANT,product,4779049510769,Nikotinove vrecuska > Garant,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Garant,4.6,4.6,***,EUR,23,,1,1,1,1,***,***,,17,Vypredane,Skladom,visible
GRT02,GARANT EXTREME EDITION ICE PEACH,GARANT,product,4779049510691,Nikotinove vrecuska > Garant,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Garant,4.6,4.6,***,EUR,23,,0,1,1,1,***,***,,17,Vypredane,Skladom,visible
GRT03,GARANT ICE COOL,GARANT,product,4779049510752,Nikotinove vrecuska > Garant,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Garant,4.6,4.6,***,EUR,23,,1,1,1,1,***,***,,15,Vypredane,Skladom,visible
CB20,CUBA BLACK COLA,CUBA,product,5904717759716,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > CUBA,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL12,VELO STRAWBERRY ICE 2 DOTS,Velo,product,8595682141407,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VEL13,VELO STRAWBERRY ICE 3 DOTS,Velo,product,8595682141421,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
VEL14,VELO WATERMELON ICE 3 DOTS,Velo,product,8595682141414,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
LVL01,LEVEL 30 WATERMELON,LEVEL,product,,Nikotinove vrecuska > Level,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Level,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
LVL02,LEVEL 25 APPLE,LEVEL,product,5905858925527,Nikotinove vrecuska > Level,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Level,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
CB21,CUBA BLACK DOUBLE FRESH,CUBA,product,5904316128128,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > CUBA,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG24,ICEBERG STRAWBERRY POMEGRANATE EXTREME,ICEBERG,product,4530303554420,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,0,1,1,1,***,***,,7,Vypredane,Skladom,visible
TH9,THUNDER BLACK MAX,THUNDER,product,5704420066626,Nikotinove vrecuska > THUNDER,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > THUNDER,4.99,4.99,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
GRT04,GARANT WILD BERRY,GARANT,product,4779049510226,Nikotinove vrecuska > Garant,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Garant,4.6,4.6,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
LVL03,LEVEL 10 STRAWBERRY,LEVEL,product,,Nikotinove vrecuska > Level,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Level,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
LVL04,LEVEL 15 PEACH,LEVEL,product,5905858925596,Nikotinove vrecuska > Level,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Level,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
LVL05,LEVEL 20 ICE SPEARMINT,LEVEL,product,5905858925510,Nikotinove vrecuska > Level,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Level,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
LVL06,LEVEL 5 MINT WAVE,LEVEL,product,,Nikotinove vrecuska > Level,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Level,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VM19,VOOM BLUE RASPBERRY,Voom,product,735745542262,E-cigarety > VOOM,E-cigarety > VOOM,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
FL01,FLONQ APRICOT MANGO PEACH,Flonq,product,6297001306987,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FL02,FLONQ FRESH MELON,Flonq,product,6297001306949,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
FL03,FLONQ COCONUT RASPBERRY,Flonq,product,6297001306956,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FL04,FLONQ SOUR APPLE,Flonq,product,6297001469040,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
FL05,FLONQ BLUEBERRY,Flonq,product,6297001469026,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
FL06,FLONQ STRAWBERRY KIWI,Flonq,product,6297001306970,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FL07,FLONQ PINK LEMONADE,Flonq,product,6297001469057,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
FL08,FLONQ WATERMELON ICE,Flonq,product,,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FL09,FLONQ COLA ICE,Flonq,product,6297001306994,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
FL10,FLONQ PEACH ICE,Flonq,product,6297001469071,E-cigarety > FLONQ,E-cigarety > FLONQ,,7.0,7.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
77GHT,77 GHOST EDITION,77 pouches,product,5905591980388,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IG25,ICEBERG SOUR BERRIES,ICEBERG,product,4530303674449,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
NE13,NEO™ GREEN,NEO™,product,,GLO ™ > NEO ™ - náplne,GLO ™ >> NEO ™ - náplne,GLO ™ >> Akčne baličky,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
NE14,NEO™ RED,NEO™,product,,GLO ™ > NEO ™ - náplne,GLO ™ >> NEO ™ - náplne,GLO ™ >> Akčne baličky,3.7,3.7,***,EUR,23,1,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
CB22,CUBA NINJA ICE COOL,CUBA,product,5904717759129,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > CUBA,4.8,4.8,***,EUR,23,5,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
77GHT2,77 GHOST MINI EDITION,77 pouches,product,5906670982156,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > 77 pouches,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,4.9,4.9,***,EUR,23,,0,1,1,1,***,***,,0,Vypredane,Skladom,visible
77GHT3,77 GHOST BUBBLE GUM MINI EDITION,77 pouches,product,5906670982149,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,4.9,4.9,***,EUR,23,,0,1,1,1,***,***,,0,Vypredane,Skladom,hidden
XB01,X-BOOSTER COFFE & CARAMEL,X-BOOSTER,product,5906670984730,Energy vrecuska > X-BOOSTER,Energy vrecuska > X-BOOSTER,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
XB02,X-BOOSTER BUBBLEGUM,X-BOOSTER,product,5906670984716,Energy vrecuska > X-BOOSTER,Energy vrecuska > X-BOOSTER,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,19,Vypredane,Skladom,visible
XB03,X-BOOSTER BUBBLEGUM,X-BOOSTER,product,5905591987677,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
XB04,X-BOOSTER ENERGY DRINK,X-BOOSTER,product,5906670984723,Energy vrecuska > X-BOOSTER,Energy vrecuska > X-BOOSTER,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,15,Vypredane,Skladom,visible
77FT,77 FOREST FRUITS,77 pouches,product,5906670980329,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,4.9,4.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL03,ELF BAR LOST MARRY BLUEBERRY,ELFBAR,product,6937643532343,Neviditelne produkty,Neviditelne produkty,,7.2,7.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL01,ELF BAR LOST MARRY DOUBLE APPLE,ELFBAR,product,6937643532374,Neviditelne produkty,Neviditelne produkty,,7.2,7.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL02,ELF BAR LOST MARRY CHERRY PEACH LEMONADE,ELFBAR,product,6937643511751,Neviditelne produkty,Neviditelne produkty,,7.2,7.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL04,ELF BAR LOST MARRY PINK LEMONADE,ELFBAR,product,6937643532404,Neviditelne produkty,Neviditelne produkty,,7.2,7.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL05,ELF BAR LOST MARRY STRAWBERRY ICE,ELFBAR,product,,Neviditelne produkty,Neviditelne produkty,,7.2,7.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL06,ELF BAR LOST MARRY WATERMELON ICE,ELFBAR,product,6937643511874,Neviditelne produkty,Neviditelne produkty,,7.2,7.2,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
EL07,LOST MARY TAPPO AIR BLACK + USA MIX,ELFBAR,product,6937643598233,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,7.4,7.4,***,EUR,23,,1,1,1,1,***,***,,13,Vypredane,Skladom,visible
EL08,LOST MARY TAPPO AIR ICE BLUE + BLUEBERRY SOUR RASPBERRY,ELFBAR,product,6937643598189,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,7.4,7.4,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
EL09,LOST MARY TAPPO AIR RED + WATERMELON,ELFBAR,product,6937643598219,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,7.4,7.4,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
LSP05,LOST MARRY TAPPO LEMON LIME POD,ELFBAR,product,6937080593181,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,18,Vypredane,Skladom,visible
LSP09,LOST MARRY TAPPO USA MIX POD,ELFBAR,product,6937080593259,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,17,Vypredane,Skladom,visible
LSP04,LOST MARRY TAPPO STRAWBERRY RASPBERRY POD,ELFBAR,product,6937080593235,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
LSP02,LOST MARRY TAPPO BLUEBERRY SOUR RASPBERRY POD,ELFBAR,product,6937080593150,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
LSP03,LOST MARRY TAPPO GRAPE POD,ELFBAR,product,6937080593167,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
LSP06,LOST MARRY TAPPO MIX BERRIES POD,ELFBAR,product,6937080593198,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
LSP07,LOST MARRY TAPPO WATERMELON POD,ELFBAR,product,6937080593266,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
LSP08,LOST MARRY TAPPO KIWI PASSION FRUIT GUAVA POD,ELFBAR,product,6937080593174,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
LSP01,LOST MARRY TAPPO TROPICAL FRUITS POD,ELFBAR,product,6937080593242,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
LSP10,LOST MARRY TAPPO PEACH ICE POD,ELFBAR,product,6937080593204,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
FG01,FOGGY FROG BLUE RAZZ LEMONADE,FOGGY FROG,product,,E-cigarety > FOGGY FROG,E-cigarety > FOGGY FROG,,7.79,7.79,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FG02,FOGGY FROG BLUEBERRY SOUR RASPBERRY,FOGGY FROG,product,,E-cigarety > FOGGY FROG,E-cigarety > FOGGY FROG,,7.79,7.79,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FG03,FOGGY FROG GRAPE,FOGGY FROG,product,,E-cigarety > FOGGY FROG,E-cigarety > FOGGY FROG,,7.79,7.79,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FG04,FOGGY FROG WATERMELON,FOGGY FROG,product,,E-cigarety > FOGGY FROG,E-cigarety > FOGGY FROG,,7.79,7.79,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FG05,FOGGY FROG STRAWBERRY ICE,FOGGY FROG,product,,E-cigarety > FOGGY FROG,E-cigarety > FOGGY FROG,,7.79,7.79,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
FG06,FOGGY FROG STRAWBERRY ICE CREAM,FOGGY FROG,product,,E-cigarety > FOGGY FROG,E-cigarety > FOGGY FROG,,7.79,7.79,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
RT01,RIOT CONNEX MANGO PEACH PINEAPPLE KIT,RIOT CONNEX,product,5056059562131,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,10.99,10.99,***,EUR,23,,1,0,0,0,***,***,,4,Vypredane,Skladom,visible
RT02,RIOT CONNEX PINEAPPLE ICE KIT,RIOT CONNEX,product,5056059562124,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,10.99,10.99,***,EUR,23,,1,0,0,0,***,***,,10,Vypredane,Skladom,visible
RT03,RIOT CONNEX WATERMELON ICE KIT,RIOT CONNEX,product,5056059562117,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,10.99,10.99,***,EUR,23,,1,0,0,0,***,***,,3,Vypredane,Skladom,visible
RT04,RIOT STRAWBERRY BLUBERRY ICE KIT,RIOT CONNEX,product,5056059562100,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,10.99,10.99,***,EUR,23,,1,0,0,0,***,***,,5,Vypredane,Skladom,visible
RT05,RIOT CONNEX BLUE CHERRY BURST KIT,RIOT CONNEX,product,5056059562094,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,10.99,10.99,***,EUR,23,,1,0,0,0,***,***,,10,Vypredane,Skladom,visible
RT06,RIOT CONNEX BLUE CHERRY BURST CAPSULE,RIOT CONNEX,product,5056059561998,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,4.8,4.8,***,EUR,23,,1,0,0,0,***,***,,1,Vypredane,Skladom,visible
RT07,RIOT CONNEX MANGO PEACH PINEAPPLE CAPSULE,RIOT CONNEX,product,5056059562032,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,4.8,4.8,***,EUR,23,,1,0,0,0,***,***,,4,Vypredane,Skladom,visible
RT08,RIOT CONNEX PINEAPPLE ICE CAPSULE,RIOT CONNEX,product,5056059562025,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,4.8,4.8,***,EUR,23,,1,0,0,0,***,***,,4,Vypredane,Skladom,visible
RT09,RIOT CONNEX WATERMELON ICE CAPSULE,RIOT CONNEX,product,5056059562018,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,4.8,4.8,***,EUR,23,,1,0,0,0,***,***,,8,Vypredane,Skladom,visible
RT10,RIOT CONNEX STRAWBERRY BLUEBERRY ICE CAPSULE,RIOT CONNEX,product,5056059562001,E-cigarety > RIOT CONNEX,E-cigarety > RIOT CONNEX,,4.8,4.8,***,EUR,23,,1,0,0,0,***,***,,7,Vypredane,Skladom,visible
EKL07,KILLA SWITCH ICE MINT,Killa,product,6937105445402,E-cigarety > KILLA SWITCH,E-cigarety > KILLA SWITCH,,7.0,7.0,***,EUR,23,,1,0,0,0,***,***,,8,Vypredane,Skladom,visible
IG26,ICEBERG BLACK CURRANT,ICEBERG,product,3802334784680,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
